testy\poz-oli\55.300+30;309;30;517;172;57;0.744
testy\poz-oli\55.300+30;309;40;534;176;58;0.964
testy\poz-oli\55.300+30;309;50;425;182;60;1.156
testy\poz-oli\55.300+30;309;60;394;190;63;1.313
testy\poz-oli\55.300+30;309;70;361;191;63;1.451
testy\poz-oli\55.300+30;309;80;349;196;65;1.578
testy\poz-oli\55.300+30;309;90;328;197;65;1.698
testy\poz-oli\55.300+30;309;100;317;198;66;1.802
testy\poz-oli\55.300+30;309;110;311;198;66;1.908
testy\poz-oli\55.300+30;309;120;311;198;66;2.009
testy\poz-oli\55.300+30;309;130;309;199;66;2.112
testy\poz-oli\55.300+30;309;140;309;199;66;2.217
testy\poz-oli\55.300+30;309;150;309;199;66;2.322
testy\poz-oli\55.300+30;309;160;309;199;66;2.419
testy\poz-oli\55.300+30;309;170;309;199;66;2.522
testy\poz-oli\55.300+30;309;180;309;199;66;2.617
testy\poz-oli\55.300+30;309;190;309;199;66;2.719
testy\poz-oli\55.400+40;409;0;3891;45;11;0.022
testy\poz-oli\55.400+40;409;10;1092;161;40;0.566
testy\poz-oli\55.400+40;409;20;792;190;47;1.075
testy\poz-oli\55.400+40;409;30;776;206;51;1.512
testy\poz-oli\55.400+40;409;40;734;215;53;1.936
testy\poz-oli\55.400+40;409;50;604;223;55;2.324
testy\poz-oli\55.400+40;409;60;601;238;59;2.676
testy\poz-oli\55.400+40;409;70;582;246;61;3.001
testy\poz-oli\55.400+40;409;80;517;252;63;3.297
testy\poz-oli\55.400+40;409;90;477;248;62;3.53
testy\poz-oli\55.400+40;409;100;444;256;64;3.744
testy\poz-oli\55.400+40;409;110;420;263;65;3.942
testy\poz-oli\55.400+40;409;120;420;263;65;4.126
testy\poz-oli\55.400+40;409;130;419;263;65;4.31
testy\poz-oli\55.400+40;409;140;419;263;65;4.494
testy\poz-oli\55.400+40;409;150;419;263;65;4.672
testy\poz-oli\55.400+40;409;160;416;263;65;4.853
testy\poz-oli\55.400+40;409;170;425;263;65;5.038
testy\poz-oli\55.400+40;409;180;429;263;65;5.22
testy\poz-oli\55.400+40;409;190;416;263;65;5.399
testy\poz-oli\58.300+30;309;0;2945;33;11;0.013
testy\poz-oli\58.300+30;309;10;728;136;45;0.274
testy\poz-oli\58.300+30;309;20;568;156;52;0.5
testy\poz-oli\58.300+30;309;30;454;175;58;0.718
testy\poz-oli\58.300+30;309;40;414;187;62;0.901
testy\poz-oli\58.300+30;309;50;352;194;64;1.055
testy\poz-oli\58.300+30;309;60;323;199;66;1.18
testy\poz-oli\58.300+30;309;70;319;201;67;1.297
testy\poz-oli\58.300+30;309;80;312;193;64;1.4
testy\poz-oli\58.300+30;309;90;312;193;64;1.505
testy\poz-oli\58.300+30;309;100;302;200;66;1.603
testy\poz-oli\58.300+30;309;110;307;193;64;1.707
testy\poz-oli\58.300+30;309;120;298;200;66;1.807
testy\poz-oli\58.300+30;309;130;298;200;66;1.913
testy\poz-oli\58.300+30;309;140;293;207;69;2.012
testy\poz-oli\58.300+30;309;150;293;207;69;2.115
testy\poz-oli\58.300+30;309;160;290;209;69;2.215
testy\poz-oli\58.300+30;309;170;307;209;69;2.317
testy\poz-oli\58.300+30;309;180;300;209;69;2.412
testy\poz-oli\58.300+30;309;190;289;209;69;2.515
testy\poz-oli\62.400+40;409;0;3913;44;11;0.023
testy\poz-oli\62.400+40;409;10;1077;173;43;0.53
testy\poz-oli\62.400+40;409;20;745;187;46;1.022
testy\poz-oli\62.400+40;409;30;744;205;51;1.448
testy\poz-oli\62.400+40;409;40;636;221;55;1.851
testy\poz-oli\62.400+40;409;50;664;223;55;2.198
testy\poz-oli\62.400+40;409;60;572;233;58;2.482
testy\poz-oli\62.400+40;409;70;494;242;60;2.714
testy\poz-oli\62.400+40;409;80;465;244;61;2.919
testy\poz-oli\62.400+40;409;90;436;244;61;3.117
testy\poz-oli\62.400+40;409;100;434;247;61;3.314
testy\poz-oli\62.400+40;409;110;427;246;61;3.507
testy\poz-oli\62.400+40;409;120;421;251;62;3.696
testy\poz-oli\62.400+40;409;130;414;247;61;3.879
testy\poz-oli\62.400+40;409;140;436;247;61;4.061
testy\poz-oli\62.400+40;409;150;414;247;61;4.24
testy\poz-oli\62.400+40;409;160;416;250;62;4.418
testy\poz-oli\62.400+40;409;170;413;247;61;4.604
testy\poz-oli\62.400+40;409;180;413;247;61;4.784
testy\poz-oli\62.400+40;409;190;413;247;61;4.966
testy\poz-oli\68.400+40;409;0;3853;46;11;0.04
testy\poz-oli\68.400+40;409;10;861;186;46;0.543
testy\poz-oli\68.400+40;409;20;765;200;50;0.955
testy\poz-oli\68.400+40;409;30;652;215;53;1.343
testy\poz-oli\68.400+40;409;40;620;233;58;1.717
testy\poz-oli\68.400+40;409;50;550;241;60;2.059
testy\poz-oli\68.400+40;409;60;544;249;62;2.361
testy\poz-oli\68.400+40;409;70;485;254;63;2.634
testy\poz-oli\68.400+40;409;80;483;266;66;2.854
testy\poz-oli\68.400+40;409;90;420;269;67;3.053
testy\poz-oli\68.400+40;409;100;427;273;68;3.256
testy\poz-oli\68.400+40;409;110;402;273;68;3.439
testy\poz-oli\68.400+40;409;120;395;273;68;3.624
testy\poz-oli\68.400+40;409;130;393;275;68;3.806
testy\poz-oli\68.400+40;409;140;390;272;68;3.984
testy\poz-oli\68.400+40;409;150;407;275;68;4.164
testy\poz-oli\68.400+40;409;160;409;275;68;4.344
testy\poz-oli\68.400+40;409;170;390;272;68;4.53
testy\poz-oli\68.400+40;409;180;390;272;68;4.709
testy\poz-oli\68.400+40;409;190;398;275;68;4.894
testy\poz-oli\9.200+20;209;0;1891;25;12;0.007
testy\poz-oli\9.200+20;209;10;491;98;49;0.099
testy\poz-oli\9.200+20;209;20;325;108;54;0.185
testy\poz-oli\9.200+20;209;30;305;124;62;0.272
testy\poz-oli\9.200+20;209;40;294;127;63;0.348
testy\poz-oli\9.200+20;209;50;253;137;68;0.425
testy\poz-oli\9.200+20;209;60;231;138;69;0.494
testy\poz-oli\9.200+20;209;70;194;141;70;0.55
testy\poz-oli\9.200+20;209;80;197;139;69;0.605
testy\poz-oli\9.200+20;209;90;188;137;68;0.658
testy\poz-oli\9.200+20;209;100;199;137;68;0.706
testy\poz-oli\9.200+20;209;110;188;137;68;0.754
testy\poz-oli\9.200+20;209;120;207;137;68;0.802
testy\poz-oli\9.200+20;209;130;188;137;68;0.848
testy\poz-oli\9.200+20;209;140;196;137;68;0.895
testy\poz-oli\9.200+20;209;150;188;137;68;0.943
testy\poz-oli\9.200+20;209;160;188;137;68;0.991
testy\poz-oli\9.200+20;209;170;188;137;68;1.037
testy\poz-oli\9.200+20;209;180;188;137;68;1.082
testy\poz-oli\9.200+20;209;190;188;137;68;1.125
