testy\neg-pow\113.500-8;509;0;91;455;92;0.031
testy\neg-pow\113.500-8;509;10;180;415;84;0.698
testy\neg-pow\113.500-8;509;20;95;458;93;1.044
testy\neg-pow\113.500-8;509;30;95;458;93;1.301
testy\neg-pow\113.500-8;509;40;87;460;93;1.553
testy\neg-pow\113.500-8;509;50;88;456;92;1.803
testy\neg-pow\113.500-8;509;60;106;455;92;2.049
testy\neg-pow\113.500-8;509;70;88;459;93;2.297
testy\neg-pow\113.500-8;509;80;77;459;93;2.548
testy\neg-pow\113.500-8;509;90;79;459;93;2.796
testy\neg-pow\113.500-8;509;100;79;459;93;3.037
testy\neg-pow\113.500-8;509;110;79;459;93;3.284
testy\neg-pow\113.500-8;509;120;79;459;93;3.528
testy\neg-pow\113.500-8;509;130;79;459;93;3.77
testy\neg-pow\113.500-8;509;140;79;459;93;4.013
testy\neg-pow\113.500-8;509;150;75;462;93;4.255
testy\neg-pow\113.500-8;509;160;79;459;93;4.501
testy\neg-pow\113.500-8;509;170;75;462;93;4.744
testy\neg-pow\113.500-8;509;180;75;462;93;4.991
testy\neg-pow\113.500-8;509;190;75;462;93;5.237
testy\neg-pow\144.500-12;509;0;46;482;98;0.033
testy\neg-pow\144.500-12;509;10;164;426;87;0.674
testy\neg-pow\144.500-12;509;20;38;486;99;0.987
testy\neg-pow\144.500-12;509;30;37;487;99;1.235
testy\neg-pow\144.500-12;509;40;27;487;99;1.477
testy\neg-pow\144.500-12;509;50;36;487;99;1.721
testy\neg-pow\144.500-12;509;60;27;487;99;1.962
testy\neg-pow\144.500-12;509;70;27;487;99;2.2
testy\neg-pow\144.500-12;509;80;27;487;99;2.435
testy\neg-pow\144.500-12;509;90;37;487;99;2.674
testy\neg-pow\144.500-12;509;100;35;487;99;2.915
testy\neg-pow\144.500-12;509;110;27;487;99;3.159
testy\neg-pow\144.500-12;509;120;37;487;99;3.399
testy\neg-pow\144.500-12;509;130;35;487;99;3.639
testy\neg-pow\144.500-12;509;140;48;482;98;3.878
testy\neg-pow\144.500-12;509;150;59;482;98;4.116
testy\neg-pow\144.500-12;509;160;36;482;98;4.355
testy\neg-pow\144.500-12;509;170;57;482;98;4.596
testy\neg-pow\144.500-12;509;180;56;483;98;4.836
testy\neg-pow\144.500-12;509;190;41;485;99;5.074
testy\neg-pow\28.500-18;509;0;58;476;98;0.027
testy\neg-pow\28.500-18;509;10;118;454;94;0.599
testy\neg-pow\28.500-18;509;20;45;481;99;0.908
testy\neg-pow\28.500-18;509;30;45;481;99;1.161
testy\neg-pow\28.500-18;509;40;35;481;99;1.402
testy\neg-pow\28.500-18;509;50;35;481;99;1.647
testy\neg-pow\28.500-18;509;60;45;481;99;1.885
testy\neg-pow\28.500-18;509;70;45;481;99;2.119
testy\neg-pow\28.500-18;509;80;46;481;99;2.354
testy\neg-pow\28.500-18;509;90;45;481;99;2.591
testy\neg-pow\28.500-18;509;100;46;481;99;2.833
testy\neg-pow\28.500-18;509;110;46;481;99;3.067
testy\neg-pow\28.500-18;509;120;44;481;99;3.299
testy\neg-pow\28.500-18;509;130;46;481;99;3.529
testy\neg-pow\28.500-18;509;140;46;481;99;3.761
testy\neg-pow\28.500-18;509;150;44;481;99;3.997
testy\neg-pow\28.500-18;509;160;35;481;99;4.231
testy\neg-pow\28.500-18;509;170;45;481;99;4.472
testy\neg-pow\28.500-18;509;180;46;481;99;4.709
testy\neg-pow\28.500-18;509;190;46;481;99;4.946
testy\neg-pow\34.500-32;509;0;115;448;95;0.027
testy\neg-pow\34.500-32;509;10;216;416;88;0.597
testy\neg-pow\34.500-32;509;20;126;442;94;0.892
testy\neg-pow\34.500-32;509;30;106;448;95;1.135
testy\neg-pow\34.500-32;509;40;111;448;95;1.356
testy\neg-pow\34.500-32;509;50;111;448;95;1.571
testy\neg-pow\34.500-32;509;60;110;448;95;1.786
testy\neg-pow\34.500-32;509;70;111;448;95;2
testy\neg-pow\34.500-32;509;80;111;448;95;2.212
testy\neg-pow\34.500-32;509;90;100;448;95;2.425
testy\neg-pow\34.500-32;509;100;111;448;95;2.638
testy\neg-pow\34.500-32;509;110;122;448;95;2.851
testy\neg-pow\34.500-32;509;120;121;448;95;3.066
testy\neg-pow\34.500-32;509;130;122;448;95;3.28
testy\neg-pow\34.500-32;509;140;111;448;95;3.495
testy\neg-pow\34.500-32;509;150;100;448;95;3.707
testy\neg-pow\34.500-32;509;160;121;448;95;3.922
testy\neg-pow\34.500-32;509;170;121;448;95;4.136
testy\neg-pow\34.500-32;509;180;121;448;95;4.348
testy\neg-pow\34.500-32;509;190;121;448;95;4.566
testy\neg-pow\59.500-2;509;0;115;448;89;0.03
testy\neg-pow\59.500-2;509;10;227;414;83;0.724
testy\neg-pow\59.500-2;509;20;131;446;89;1.078
testy\neg-pow\59.500-2;509;30;108;452;90;1.353
testy\neg-pow\59.500-2;509;40;94;456;91;1.623
testy\neg-pow\59.500-2;509;50;116;456;91;1.897
testy\neg-pow\59.500-2;509;60;102;456;91;2.155
testy\neg-pow\59.500-2;509;70;110;457;91;2.405
testy\neg-pow\59.500-2;509;80;119;456;91;2.657
testy\neg-pow\59.500-2;509;90;102;456;91;2.909
testy\neg-pow\59.500-2;509;100;99;457;91;3.155
testy\neg-pow\59.500-2;509;110;91;457;91;3.408
testy\neg-pow\59.500-2;509;120;119;456;91;3.658
testy\neg-pow\59.500-2;509;130;104;455;91;3.909
testy\neg-pow\59.500-2;509;140;106;455;91;4.164
testy\neg-pow\59.500-2;509;150;96;455;91;4.414
testy\neg-pow\59.500-2;509;160;115;455;91;4.665
testy\neg-pow\59.500-2;509;170;114;455;91;4.917
testy\neg-pow\59.500-2;509;180;104;455;91;5.166
testy\neg-pow\59.500-2;509;190;97;455;91;5.409
