testy\neg-los\10.500-100;509;0;238;374;93;0.026
testy\neg-los\10.500-100;509;10;332;347;86;0.403
testy\neg-los\10.500-100;509;20;225;375;93;0.646
testy\neg-los\10.500-100;509;30;231;378;94;0.856
testy\neg-los\10.500-100;509;40;243;380;95;1.046
testy\neg-los\10.500-100;509;50;218;381;95;1.228
testy\neg-los\10.500-100;509;60;209;379;94;1.401
testy\neg-los\10.500-100;509;70;225;378;94;1.573
testy\neg-los\10.500-100;509;80;231;379;94;1.748
testy\neg-los\10.500-100;509;90;200;381;95;1.923
testy\neg-los\10.500-100;509;100;200;381;95;2.095
testy\neg-los\10.500-100;509;110;224;381;95;2.267
testy\neg-los\10.500-100;509;120;210;381;95;2.437
testy\neg-los\10.500-100;509;130;200;381;95;2.607
testy\neg-los\10.500-100;509;140;200;381;95;2.777
testy\neg-los\10.500-100;509;150;200;381;95;2.944
testy\neg-los\10.500-100;509;160;200;381;95;3.109
testy\neg-los\10.500-100;509;170;200;381;95;3.273
testy\neg-los\10.500-100;509;180;200;381;95;3.437
testy\neg-los\10.500-100;509;190;201;381;95;3.603
testy\neg-los\10.500-200;509;0;363;288;96;0.012
testy\neg-los\10.500-200;509;10;379;278;92;0.208
testy\neg-los\10.500-200;509;20;335;290;96;0.34
testy\neg-los\10.500-200;509;30;333;291;97;0.456
testy\neg-los\10.500-200;509;40;333;291;97;0.572
testy\neg-los\10.500-200;509;50;333;291;97;0.702
testy\neg-los\10.500-200;509;60;333;291;97;0.812
testy\neg-los\10.500-200;509;70;341;292;97;0.916
testy\neg-los\10.500-200;509;80;333;291;97;1.024
testy\neg-los\10.500-200;509;90;333;291;97;1.127
testy\neg-los\10.500-200;509;100;333;291;97;1.228
testy\neg-los\10.500-200;509;110;333;291;97;1.327
testy\neg-los\10.500-200;509;120;333;291;97;1.433
testy\neg-los\10.500-200;509;130;333;291;97;1.535
testy\neg-los\10.500-200;509;140;333;291;97;1.639
testy\neg-los\10.500-200;509;150;333;291;97;1.738
