testy\neg-pow\113.500-8;509;0;3379;90;18;0.119
testy\neg-pow\113.500-8;509;10;959;242;49;0.828
testy\neg-pow\113.500-8;509;20;695;290;58;1.466
testy\neg-pow\113.500-8;509;30;572;302;61;2.055
testy\neg-pow\113.500-8;509;40;542;315;64;2.596
testy\neg-pow\113.500-8;509;50;374;334;67;3.063
testy\neg-pow\113.500-8;509;60;335;362;73;3.446
testy\neg-pow\113.500-8;509;70;244;395;80;3.773
testy\neg-pow\113.500-8;509;80;199;402;81;4.07
testy\neg-pow\113.500-8;509;90;179;409;83;4.354
testy\neg-pow\113.500-8;509;100;182;419;85;4.625
testy\neg-pow\113.500-8;509;110;167;422;85;4.891
testy\neg-pow\113.500-8;509;120;163;422;85;5.161
testy\neg-pow\113.500-8;509;130;198;421;85;5.425
testy\neg-pow\113.500-8;509;140;153;424;86;5.682
testy\neg-pow\113.500-8;509;150;156;425;86;5.944
testy\neg-pow\113.500-8;509;160;158;424;86;6.202
testy\neg-pow\113.500-8;509;170;173;424;86;6.453
testy\neg-pow\113.500-8;509;180;172;423;85;6.702
testy\neg-pow\113.500-8;509;190;150;423;85;6.951
testy\neg-pow\144.500-12;509;0;3179;92;18;0.113
testy\neg-pow\144.500-12;509;10;876;242;49;0.84
testy\neg-pow\144.500-12;509;20;614;289;59;1.458
testy\neg-pow\144.500-12;509;30;526;314;64;1.989
testy\neg-pow\144.500-12;509;40;379;339;69;2.469
testy\neg-pow\144.500-12;509;50;316;365;74;2.918
testy\neg-pow\144.500-12;509;60;165;414;84;3.304
testy\neg-pow\144.500-12;509;70;144;435;89;3.63
testy\neg-pow\144.500-12;509;80;123;436;89;3.904
testy\neg-pow\144.500-12;509;90;140;437;89;4.165
testy\neg-pow\144.500-12;509;100;139;436;89;4.423
testy\neg-pow\144.500-12;509;110;147;438;89;4.674
testy\neg-pow\144.500-12;509;120;143;437;89;4.924
testy\neg-pow\144.500-12;509;130;135;438;89;5.166
testy\neg-pow\144.500-12;509;140;112;439;89;5.415
testy\neg-pow\144.500-12;509;150;144;439;89;5.68
testy\neg-pow\144.500-12;509;160;129;439;89;5.932
testy\neg-pow\144.500-12;509;170;131;440;90;6.178
testy\neg-pow\144.500-12;509;180;115;440;90;6.432
testy\neg-pow\144.500-12;509;190;132;440;90;6.691
